,Datetime (UTC),Open,High,Low,Close,Volume,MA20,RSI,MA40,Price_above_MA20,Price_above_MA40,MA20_above_MA40
0,2024-12-11 16:00:00,0.44956958333567293,0.45446948985430397,0.4436301499304575,0.44582801276612477,589689.4159810002,,,,False,False,False
1,2024-12-11 16:15:00,0.44582801276612477,0.44903252997184906,0.4391727551967592,0.44164214079171465,760251.6741999986,,,,False,False,False
2,2024-12-11 16:30:00,0.44164214079171465,0.4445435595908098,0.434224848886729,0.4371288727790777,673873.726765,,,,False,False,False
3,2024-12-11 16:45:00,0.4371288727790777,0.4437302977454635,0.4347468955383941,0.4425385707154274,389549.1757490003,,,,False,False,False
4,2024-12-11 17:00:00,0.4425385707154274,0.4618698970533509,0.43992413425308946,0.45909020619276575,1792755.3468329993,,,,False,False,False
5,2024-12-11 17:15:00,0.45909020619276575,0.5146149398191658,0.45676851831567294,0.49104075604025127,3126164.247401008,,,,False,False,False
6,2024-12-11 17:30:00,0.49104075604025127,0.5010280459030694,0.47656786755391767,0.47880403765457663,1344977.9026899985,,,,False,False,False
7,2024-12-11 17:45:00,0.47880403765457663,0.48704627135035733,0.47406804938751457,0.4845162981703796,786398.8590569984,,,,False,False,False
8,2024-12-11 18:00:00,0.4845162981703796,0.48703558046111817,0.4706021063982365,0.478562517444636,1176970.5096659993,,,,False,False,False
9,2024-12-11 18:15:00,0.478562517444636,0.4815370530387892,0.47056535708756003,0.4812138226200346,627039.3733179995,,,,False,False,False
10,2024-12-11 18:30:00,0.4812138226200346,0.4897186594813527,0.47883215562295156,0.4871559016725402,898479.9574980005,,,,False,False,False
11,2024-12-11 18:45:00,0.4871559016725402,0.5010789632659676,0.479968000983231,0.49788732522482493,1331549.860060001,,,,False,False,False
12,2024-12-11 19:00:00,0.49788732522482493,0.5893112872555694,0.4905157150068992,0.5263220010610381,9173166.886387972,,,,False,False,False
13,2024-12-11 19:15:00,0.5263220010610381,0.5541442673596402,0.5240311928391707,0.5430356254722191,2322451.101914995,,,,False,False,False
14,2024-12-11 19:30:00,0.5430356254722191,0.5544399644590238,0.528000616120447,0.5526353902474916,3396169.6049829973,,83.25537138507124,,False,False,False
15,2024-12-11 19:45:00,0.5526353902474916,0.5570073129423465,0.5369297039224672,0.5442531707949043,3199496.813759999,,78.82443878655889,,False,False,False
16,2024-12-11 20:00:00,0.5442531707949043,0.5613541880469278,0.5442531707949043,0.555362327502669,1874965.143261002,,80.31939373086581,,False,False,False
17,2024-12-11 20:15:00,0.555362327502669,0.5701083694557332,0.5485744578990838,0.5659063973860311,2532031.245669001,,81.64398942758413,,False,False,False
18,2024-12-11 20:30:00,0.5659063973860311,0.5806312265128415,0.5631668232912832,0.5771257536782619,2341620.330688001,,82.95831160114531,,False,False,False
19,2024-12-11 20:45:00,0.5771257536782619,0.5771257536782619,0.553405868788634,0.5563568638914926,2038449.0006730002,0.5023202996053231,72.59579944967764,,True,False,False
20,2024-12-11 21:00:00,0.5563568638914926,0.5572084565435677,0.5308156294799551,0.532562759311216,2261059.4539909586,0.5066570369325777,62.901683980584835,,True,False,False
